key,cycle,card_id,title_zh,title_en,kind,auto_settle,grants,base,modifiers,manual,unresolved,warnings,confidence,notes
c4:9327,c4,9327,,Babelian Fata Morgana,none,none,,,,"You’re ambushed by the Babelian Lunacy! / At the end of this Exploration Step, resolve a Pandora Horizon Battle. / [ICON(white trident-like glyph on dark lozenge)/3+] At the start of this Battle, Escalate 1.",,,medium,No black disc numeral on this card. Badge glyph unreadable as a word (differs from the '3+' digit). Italic line sits outside the panel.
c4:9328,c4,9328,,Persian Trader,none,none,（未识别）ICON(small dark round ×1,,,Trading: You may exchange (up to 5 times): / 3 Cursed Derelict » 1 Imperial Scroll / 4 Cursed Derelict » 1 Babylonian Contraption / 1 Imperial Scroll » 1 Cursed Derelict / 1 Babylonian Contraption » 2 Cursed Derelict / 1 Cursed Bloatsack or 1 Wish Embryo » 2 Mutable Ambrosia / 1 Living Gold or 1 Old Irem Fragment » 3 Mutable Ambrosia / 4 Mutable Ambrosia » 1 Cursed Bloatsack or 1 Wish Embryo / 5 Mutable Ambrosia » 1 Living Gold or 1 Old Irem Fragment,未在 c4 记录表资源表里找到：ICON(small dark round,,medium,"Trade text fully legible; the Denounced- line grants an icon-only glyph (small dark round resource, no printed name)."
c4:9329,c4,9329,,Diminishing Returns,none,none,,,,"Lose 3 Cursed Derelict, 2 Imperial Scroll or 1 Babylonian Contraption resources. / [ICON(white glyph on dark lozenge)/3+] Lose 5 Cursed Derelict, 3 Imperial Scroll or 2 Babylonian Contraption resources instead. / If you can't lose the resources, gain +1 ICON(pale outlined triangle glyph) instead. / [ICON(white trident-like glyph on dark lozenge)/7+] Lose -1 ICON(small dark round resource glyph). / If you have 0 ICON(small dark round resource glyph) after resolving this card, remove this card from the deck permanently.",,,medium,"Badge lozenges tiny but thresholds read 3+ and 7+; the 3+ lozenge glyph is too small to identify, 7+ looks trident-like. Lost/gained targets are icon-only glyphs."
c4:9330,c4,9330,,Imperial Dues,none,none,（未识别）ICON(small dark round ×1,,,"If you have 3+ ICON(small dark round resource glyph), lose -2 ICON(small dark round resource glyph) and gain +1 ICON(pale outlined triangle glyph). / If you have 0 ICON(small dark round resource glyph) after resolving this card, remove this card from the deck permanently.",未在 c4 记录表资源表里找到：ICON(small dark round,,medium,"No badge lozenge. Threshold 3+, loss 2 and gain 1 are clear; the tracked and gained resources are icon-only glyphs (dark round; pale triangle)."
c4:9331,c4,9331,,The Storm Worsens,none,none,（未识别）ICON(small dark round ×1,,,"If you have 3+ ICON(small dark round resource glyph), lose -1 ICON(small dark round resource glyph) and randomly determine a sailable direction. / Place a Sandstorm marker on the corresponding side of your current Map tile. / Until a new Sandstorm marker is placed, movement in that direction from this tile is blocked. / During the next Movement Step, move the Argo in a random direction. / If you have 0 ICON(small dark round resource glyph) after resolving this card, remove this card from the deck permanently.",未在 c4 记录表资源表里找到：ICON(small dark round,,medium,"Text legible (""Argo"" italic). No badge lozenge; the 3+/lose/gain target is one icon-only dark round resource glyph."
c4:9332,c4,9332,,Season of Curses,none,none,,,,"Add a random Cursed Trait to the next Timeline Battle. / Then, a random Argonaut without a Curse Affliction gains a Curse Affliction. / [ICON(white trident-like glyph on dark lozenge)/8+ or ICON(white Α-like glyph on dark lozenge)/4+] Lose -1 Titan. / [At War] Every Argonaut without a Curse Affliction instead.",,,medium,"Two lozenges read as glyph+8+ and glyph+4+ (glyphs tiny); 'At War' lozenge clear. Titan is a track loss, not an Argo resource."
c4:9333,c4,9333,,String Wish,none,none,（未识别）Cursed Derelict or 5 Imperial Scroll ×10；（未识别）ICON(small dark round ×1,,,"Then make 5 String Wish (Chosen Resources) marks. / If you draw this card when you have remaining String Wish marks, instead of gaining resources, lose 3 Cursed Derelict or 2 Imperial Scroll resources and erase 1 String Wish mark (depending on your Chosen Resources). / [ICON(white trident-like glyph on dark lozenge)/8+ or ICON(white Α-like glyph on dark lozenge)/4+] Lose 5 Cursed Derelict or 3 Imperial Scroll resources instead.",未在 c4 记录表资源表里找到：Cursed Derelict or 5 Imperial Scroll / 未在 c4 记录表资源表里找到：ICON(small dark round,,medium,"First grant reads 10 / 5, losses 3/2 and 5/3. Lozenges show glyph+8+ and glyph+4+; 'gain +1' target is an icon-only dark glyph."
c4:9334,c4,9334,,Curselenders,none,none,（未识别）ICON(small dark round ×1；（未识别）ICON(small dark round ×1；（未识别）ICON(small dark round ×1,,,"If you then have 3+ ICON(small dark round resource glyph), see the Shortages Special Event. / [ICON(white trident-like glyph on dark lozenge)/7+] Random Argonaut gains a random Curse Affliction.",未在 c4 记录表资源表里找到：ICON(small dark round / 未在 c4 记录表资源表里找到：ICON(small dark round / 未在 c4 记录表资源表里找到：ICON(small dark round,找不到被替换的基础收益：ICON(small dark round ×1,medium,Resource and Map Tile both print the same small dark glyph (name unresolved). 'At War' lozenge clear; divider before the 7+ lozenge line.
c4:9335,c4,9335,,Whispers on the Wind,none,none,（未识别）ICON(small dark ×1；（未识别）ICON(book-with-flame ×1,,,Roll a d10.,未在 c4 记录表资源表里找到：ICON(small dark / 未在 c4 记录表资源表里找到：ICON(book-with-flame,,medium,"Base grant and a thin divider, then the Allied d10 line; both targets are icon-only glyphs (no printed name). Italic 'Remove until the next Timeline Battle.' sits below the panel. Code DB2150, no disc."
c4:9336,c4,9336,,Inescapable Fate (Cackle),none,none,,,,[ICON(white trident-like glyph on dark lozenge)/8+] Resolve an additional ICON(solid black disc with a pale beast-head emblem).,,,medium,"One panel line only, wrapping 'Resolve an / additional <disc>'. Badge lozenge = pale glyph plus '8+'; the glyph is too small to name. Code DB2149, no disc."
c4:9337,c4,9337,,City of Glass and Gold,resource-plus,partial,Imperial Scroll ×5；（未识别）ICON(small dark ×2,Imperial Scroll×5,,,未在 c4 记录表资源表里找到：ICON(small dark,,medium,"Badge prints 'Denounced-' with the trailing hyphen. Amount 5 is clear; the +2 target is an icon-only dark glyph with no printed name. Disc 22, code DB2148."
c4:9338,c4,9338,,City of Glass and Gold,resource-plus,partial,Imperial Scroll ×5；（未识别）ICON(small dark ×1,Imperial Scroll×5,,,未在 c4 记录表资源表里找到：ICON(small dark,,medium,"Same title and base grant as c4:9337 with the Allied branch (+1 instead of +2). Icon-only second target. Disc 26, code DB2147."
c4:9339,c4,9339,,Garden Fragment,resource-plus,partial,Cursed Derelict ×6；（未识别）ICON(book-with-flame ×1,Cursed Derelict×6,,,未在 c4 记录表资源表里找到：ICON(book-with-flame,,medium,"Wording and Allied badge match the c1/c2 'book-with-flame ... (once until the next Timeline Battle)' line; the glyph itself is icon-only. Disc 21, code DB2146."
c4:9340,c4,9340,,Weight of Obligations,none,none,（未识别）ICON(small dark ×1；（未识别）ICON(small dark ×2,,,"If you have 3+ ICON(small dark resource glyph), lose -1 ✕. / Then lose -3 ICON(small dark resource glyph). / You cannot lose ✕ from this effect if you only had 1 ✕ to begin with.",未在 c4 记录表资源表里找到：ICON(small dark / 未在 c4 记录表资源表里找到：ICON(small dark,条件为图标，需人工确认：Gain +2 ICON(small dark resource glyph). [ICON(white trident-like glyph on dark lozenge)/7+],medium,"✕ is printed as a bold crossed glyph, kept verbatim; the tracked/gained resource is an icon-only dark glyph. Badge reads 7+. Italic 'Remove until the next Timeline Battle.' below the panel. Disc 27, code DB2113."
c4:9341,c4,9341,,Waster Caravan,none,none,（未识别）ICON(small dark ×1；（未识别）ICON(small dark ×1；（未识别）ICON(small dark ×1；（未识别）ICON(small dark ×2；（未识别）ICON(book-with-flame ×1,,,Resolve an effect based on your Diplomacy with the Wasters. / [Friendly] Chosen Argonaut gains 1 Mnemos node. / [ICON(white trident-like glyph on dark lozenge)/8+] Random Argonaut gains a random Curse Affliction.,未在 c4 记录表资源表里找到：ICON(small dark / 未在 c4 记录表资源表里找到：ICON(small dark / 未在 c4 记录表资源表里找到：ICON(small dark / 未在 c4 记录表资源表里找到：ICON(small dark / 未在 c4 记录表资源表里找到：ICON(book-with-flame,,medium,"Badges read Allied / Friendly / Neutral / Unfriendly / Denounced / At War. The four dark-glyph grants share one icon; the At War +1 glyph looks like the book-with-flame icon. Divider before the 8+ line. Disc 33, code DB2119."
c4:9342,c4,9342,,Cloud Thieves Skiff,resource-plus,partial,Friendly（恰好 +1） → Imperial Scroll ×2,,[Friendly]Imperial Scroll×2（追加）,Resolve an effect based on your Diplomacy with the Cloud Thieves. / [Allied] Gain +1 ICON(dark crossed-blade glyph) and +1 ICON(dark round coin-like glyph with short rays). / [Neutral] Each Argonaut gains +2 Ψ. / [Unfriendly] Gain +1 ICON(dark round coin-like glyph with short rays). / [Denounced] Gain +2 ICON(dark round coin-like glyph with short rays). / [At War] Lose -1 ICON(dark crossed-blade glyph). / [ICON(white trident-like glyph on dark lozenge)/6+] Random Argonaut gains a random Curse Affliction.,,,medium,"Words/digits clear. Two granted resources are icon-only pictograms (crossed-blade; round coin-like with rays) with no printed names; lozenge glyph tiny, threshold 6+."
c4:9343,c4,9343,,Aristotelian Army,resource-plus,partial,Friendly（恰好 +1） → Cursed Derelict ×4,,[Friendly]Cursed Derelict×4（追加）,Resolve an effect based on your Diplomacy with the Aristotelians. / [Allied] Gain +1 ICON(dark round glyph with a white inner curve). / [Neutral] Each Argonaut gains +2 Λ. / [Unfriendly] Gain +1 ICON(dark glyph with a white V-notch). / [Denounced] Lose -2 Titans. / [At War] Lose -1 ICON(dark round glyph with a white inner curve). / [ICON(white trident-like glyph on dark lozenge)/7+] Random Argonaut gains a random Curse Affliction.,,,medium,"Denounced '-' is a minus, not part of the badge. Neutral glyph read as Λ (may be crossbar-less A). Two icon-only resource pictograms plus a tiny lozenge glyph (7+)."
c4:9344,c4,9344,,Wrath of the Anemoi,none,none,,,,"Randomly determine a sailable direction. / Place a Sandstorm token on the corresponding side of your current Map tile. / Until a new Sandstorm marker is placed, movement in that direction from this tile is blocked. / [ICON(white trident-like glyph on dark lozenge)/6+ or ICON(white rounded glyph on dark lozenge)/4+] Resolve ICON(black disc with a white beast-head emblem).",,,medium,"Panel wording clear (""token"" on line 2, ""marker"" on line 3). Both lozenge pictograms tiny: first trident-like (6+), second rounder (4+). Resolve disc glyph unresolved."
c4:9345,c4,9345,,Untamed Titan,none,none,,,,Gain +1 Titan. / [Friendly+] Gain +1 Ω as a group.,,,medium,"Badge ""Friendly+"" clear with trailing plus. Granted glyph after ""+1"" read as Ω (could be a rounded/crossbar-less variant); ""as a group"" sits on the second line."
c4:9346,c4,9346,,Odysseus's Curse,none,none,,,,"During the next Movement Step, move the Argo in a random direction. / [ICON(white trident-like glyph on dark lozenge)/8+] Resolve ICON(black disc with a white beast-head emblem).",,,medium,"""Argo"" printed in italics. Lozenge pictogram tiny (trident-like) with threshold 8+; the Resolve emblem is a black disc, unreadable in detail."
c5:10300,c5,10300,,Followers of Areté Mission,none,none,,,,Resolve an effect based on your Diplomacy with the Followers of Areté. / [Allied] Gain +1 ✕ and lose -1 Titan. / [Friendly] Gain +1 Titan. / [Unfriendly] Gain +1 ICON(small dark hand-like glyph). / [Denounced] Each Argonaut gains +2 Ψ. / [Aligned with Nemesis] Lose -1 ✕. / [ICON(white vessel-like glyph in dark lozenge) 9+] Random Argonaut gains a random Phobia Affliction.,,,medium,"Words/digits clear; the Unfriendly grant's dark pictogram is unresolved (hand-like), as is the badge's tiny white glyph. Disc 33, code EB2680."
c5:10301,c5,10301,,Protectorate Fleet,none,none,,,,Resolve an effect based on your Diplomacy with the Cycladean Protectorate. / [Allied] Gain +1 ICON(dark glyph with a white V-notch). / [Friendly] Gain +1 ✕. / [Neutral] Each Argonaut gains +2 Ψ. / [Unfriendly] Gain +1 ICON(small dark hand-like glyph). / [Denounced] Gain +2 ICON(dark glyph with a white V-notch). / [Aligned with Nemesis] Gain +1 ICON(small dark glyph with a white emblem). / [ICON(white vessel-like glyph in dark lozenge) 9+] Random Argonaut gains a random Phobia Affliction.,,,medium,"Words/digits clear. Dark pictograms unresolved: V-notch glyph (Allied/Denounced), hand-like glyph (Unfriendly), white-emblem glyph (Aligned). Badge glyph tiny; 9+. Disc 32."
c5:10302,c5,10302,,Vanguard Supreme,none,none,,,,Resolve an effect based on your Diplomacy with the Vanguard. / [Allied] Gain +1 ✕ and +1 ICON(dark glyph with a white V-notch). / [Friendly] Gain +1 ICON(small dark hand-like glyph). / [Neutral] Each Argonaut gains +2 Λ. / [Unfriendly] Gain +1 ICON(dark glyph with a white V-notch). / [Denounced] Gain +1 ICON(small dark hand-like glyph). / [Aligned with Nemesis] Lose -1 ICON(small dark hand-like glyph). / [ICON(white vessel-like glyph in dark lozenge) 9+] Random Argonaut gains a random Phobia Affliction.,,,medium,Words/digits clear. Dark pictograms unresolved: V-notch (Allied/Unfriendly) and hand-like (Friendly/Denounced/Aligned). Badge glyph tiny; 9+. Λ may be a crossbar-less A. Disc 31.
c5:10303,c5,10303,,Untamed Titan,none,none,,,,Gain +1 Titan. / [Friendly+] Gain +1 Ω as a group.,,,high,"No pictograms; all text clear. 'Friendly+' badge with trailing plus; divider separates the base Titan grant from the conditional Ω line. Disc 29, code EB2677."
c5:10304,c5,10304,,Its Hour Comes Round At Last,none,none,,,,Gain +1 ICON(dark glyph with a white V-notch) or resolve ICON(black disc with a white beast-head emblem).,,,medium,"Single-line panel, no badge. Both pictograms unresolved: dark V-notch glyph after '+1', and the white beast-head emblem in a black disc after 'resolve'. Disc 30, code EB2676."
c5:10305,c5,10305,,Long Range Bombardment,none,none,,,,"Unless you are submerged, emergency submerge or lose -1 ✕. / [ICON(white vessel-like glyph in dark lozenge) 8+] Resolve ICON(black disc with a white beast-head emblem).",,,medium,All wording/digits clear. ✕ glyph and the white beast-head disc glyph unresolved. No corner disc; code EB2675. Badge threshold 8+ (tiny white pictogram).
c5:10306,c5,10306,,The Hidden Truth,none,none,,,,"If you have 3+ ICON(small dark hand-like glyph), lose -1 ✕ and lose -3 ICON(small dark hand-like glyph). / You cannot lose ✕ from this effect if you only had 1 ✕ to begin with. / [ICON(white vessel-like glyph in dark lozenge) 7+] Gain +1 ICON(small dark hand-like glyph).",,,medium,"Wording/numbers clear. The small dark pictogram (3 uses) and the ✕ glyph are unresolved; badge pictogram tiny, threshold 7+ clear. No corner disc; code EB2674."
c5:10307,c5,10307,,Mnestis Glitch,none,none,,,,Gain 1 ICON(small dark hand-like glyph) and a random Mnestis-generated Gear card.,,,medium,Wording clear; the granted dark pictogram (drop-shaped with a pale hand-like mark) unresolved. No corner disc; code EB2634. Italic removal line below the panel: 'Remove from the deck permanently.'
c5:10308,c5,10308,,Cyclades Recruitment Drive,none,none,,,,Gain +1 ✕. / [Allied] Lose -1 ICON(small dark hand-like glyph).,,,medium,"Badge 'Allied' clear; thin divider above it. Grant glyph is the crossed-blades mark (kept as ✕ per c5:10301). Loss glyph is a dark shape with a pale hand-like mark, unresolved. Code EB2721; no disc."
c5:10309,c5,10309,,Familiar Theban Trader,none,none,,,,Trading: You may exchange (up to 5 times): / 3 Atlantean Tekne » 1 Orichalcum Chunk / 4 Atlantean Tekne » 1 Liquid Aether / 1 Orichalcum Chunk » 1 Atlantean Tekne / 1 Liquid Aether » 2 Atlantean Tekne / 1 Hydradynamic Scales or 1 Photophobic Flesh » 2 Oxidized Ambrosia / 1 Amygdalan Extract or 1 Microwave Cell » 3 Oxidized Ambrosia / 4 Oxidized Ambrosia » 1 Hydradynamic Scales or 1 Photophobic Flesh / 5 Oxidized Ambrosia » 1 Amygdalan Extract or 1 Microwave Cell / [Friendly+] Lose -1 ICON(small dark hand-like glyph).,,,medium,"Landscape card. All trade lines and the 'Friendly+' lozenge legible; 'Hydradynamic' kept as printed. Two-way trades, so each line's right-hand resource is listed as a gain. Loss glyph after '-1' is a small dark icon, unresolved. Code EB2720."
c5:10310,c5,10310,,Panic Spreads,none,none,,,,"If you have 3+ ICON(small dark hand-like glyph), lose -1 Titan and -1 ICON(small dark hand-like glyph). / [ICON(white vessel-like glyph in dark lozenge) 5+] Gain +1 ICON(small dark hand-like glyph).",,,medium,"Threshold '5+' and all words clear; both dark pictograms (pale hand-like mark), the tiny white lozenge glyph and 'Titan' being a track loss rather than a resource are the uncertain parts. Code EB2719; no corner disc."
c5:10311,c5,10311,,The Noose Tightens,none,none,,,,[ICON(white vessel-like glyph in dark lozenge) 8+] Resolve an additional ICON(black disc with a white beast-head emblem).,,,medium,Wording clear; badge threshold 8+ with a tiny pale lozenge glyph. The disc glyph after 'additional' is a black disc with a pale beast-head-like emblem. Code EB2718; no corner disc.
c5:10312,c5,10312,,Doom Scrolls,none,none,,,,Gain +1 ICON(small dark hand-like glyph). / [Aligned with Nemesis] Random Argonaut gains a random Phobia Affliction.,,,medium,"The 'Aligned with Nemesis' lozenge prints on its own line above the Affliction sentence, so the badge is carried onto that sentence. Grant's dark pictogram unresolved. Thin divider above the badge. Code EB2717; no disc."
c5:10313,c5,10313,,Nemesis Blockade,none,none,,,,Randomly determine a direction. / Place an ICON(dark irregular sludge-like token glyph) token on the corresponding side of your current Map tile. / All waterways leading in that direction from this tile are blocked. / Discard the ICON(dark irregular sludge-like token glyph) token after the next Timeline Battle.,,,high,"No badge lozenge; wording and the panel divider are clear. The placed/discarded token is an icon-only dark irregular mass (name unresolved, described). Code EB2716; no corner disc."
c5:10314,c5,10314,,Drown in Fear,none,none,,,,"Gain +1 ICON(small dark hand-like glyph). / If you then have 3+ ICON(small dark hand-like glyph), see the Fractures Special Event. / [ICON(white vessel-like glyph in dark lozenge) 5+] Gain +1 ICON(small dark hand-like glyph).",,,medium,Wording/divider clear; both dark pictograms unresolved (hand-like blob). Badge lozenge shows a tiny pale glyph then a boxed '5+'. Code EB2715; no corner disc.
c5:10315,c5,10315,,Depth Charges,none,none,,,,"Unless you are surfaced, immediately surface or lose -1 ICON(small dark hand-like glyph). / [ICON(white vessel-like glyph in dark lozenge) 8+ or ICON(white hand-like glyph in dark lozenge) 4+] Lose -1 Titan. / [Aligned with Nemesis] Lose -1 additional Titan.",,,medium,"Two badges, each on its own line above its sentence; 'Aligned with Nemesis' also on its own line. Loss glyph after '-1' resembles the hand-like pictogram (c5:10305 read it as X). Code EB2714; no disc."
c5:10316,c5,10316,,Peace Emissaries,none,none,,,,Lose -1 ICON(small dark hand-like glyph). / [Allied] You may gain +1 ICON(dark glyph with a white V-notch) to lose -1 ICON(small dark hand-like glyph).,,,medium,"Badge 'Allied' clear, below the panel divider. Grant glyph is the dark V-notch mark (per c5:10301); the other glyph is a dark hand-like blob. Code EB2713; no corner disc."
c5:10317,c5,10317,,Symmachy Liaisons,none,none,,,,Gain +1 ICON(dark glyph with a white V-notch). / [Allied] Lose -1 ICON(small dark hand-like glyph).,,,medium,Badge 'Allied' clear below the divider. Both pictograms unresolved: dark V-notch grant glyph (per c5:10301) and dark hand-like loss glyph. Code EB2712; no corner disc.
c5:10318,c5,10318,,The Fate of All Things (Cackle),none,none,,,,[ICON(white vessel-like glyph in dark lozenge) 8+] Resolve an additional ICON(black disc with a white beast-head emblem).,,,medium,"Single-line panel; badge lozenge '[pale glyph] 8+' sits inline before the sentence. Disc glyph (black disc, white beast head) matches c5:10311; large artwork emblem below. Code EB2711; no disc."
c5:10319,c5,10319,,Operational Processing Plant,resource-plus,partial,Orichalcum Chunk ×5,Orichalcum Chunk×5,,[Denounced-] Gain +2 ICON(small dark hand-like glyph).,,,medium,"Badge 'Denounced-' (trailing hyphen) inline with the second line; divider above it. Amounts 5 and 2 legible; the +2 grant's dark pictogram unresolved. Disc 22, code EB2710."
c5:10320,c5,10320,,Operational Vertical Mine,resource-plus,partial,Orichalcum Chunk ×5,Orichalcum Chunk×5,,[Allied] Gain +1 Titan. / [Aligned with Nemesis] Lose -2 Titans.,,,high,"All text and both badges legible; no pictograms in the panel. 'Titans' is plural on the Aligned with Nemesis loss. Disc 26, code EB2709."
c5:10321,c5,10321,,AETHER RIFT,resource-plus,partial,Liquid Aether ×5,Liquid Aether×5,,[Allied] Replenish 1 Godform.,,,high,"Words/digits all clear. Badge lozenge reads 'Allied' (white text). Divider separates the base grant from the conditioned 'Replenish' line. Disc 25, code EB2708."
c5:10322,c5,10322,,ATLANTEAN PHOS VAULT,resource-plus,partial,Atlantean Tekne ×6,Atlantean Tekne×6,,[Allied] Lose -1 ICON(dark round glyph with a pale inner emblem).,,,medium,"Badge 'Allied' and amount 6 clear; the loss target after '-1' is a small dark picture glyph (~20 px, pale inner mark), no printed name. Disc 21, code EB2707."
c5:10323,c5,10323,,HALF-BUILT ARCOLOGY,resource-plus,partial,Atlantean Tekne ×5；Allied（+2 或更好） → Atlantean Tekne ×6,Atlantean Tekne×5,[Allied]Atlantean Tekne×6（替换）,[Aligned with Nemesis] Lose -1 ICON(dark round glyph with a pale inner emblem).,,,medium,"Wording/numbers clear; divider separates base 5 from the Allied 6 'instead' branch. Badges 'Allied' and 'Aligned with Nemesis' legible. Loss glyph is a small dark pictogram, unnamed. Disc 24, code EB2706."
c5:10324,c5,10324,,DECREPIT OUTPOST,resource-plus,partial,Atlantean Tekne ×4,Atlantean Tekne×4,,[Allied] Lose -1 ICON(dark round glyph with a pale inner emblem). / [Aligned with Nemesis] Gain +2 ICON(dark round glyph with a pale inner emblem).,,,medium,"Words, '+2' and amount 4 clear. The Allied loss and the Aligned gain both end in a small dark picture glyph (pale inner mark), no printed resource name. Disc 20, code EB2705."
c5:10325,c5,10325,,ABANDONED PROCESSING PLANT,resource-plus,partial,Orichalcum Chunk ×3,Orichalcum Chunk×3,,You may gain +1 ICON(dark round glyph with a pale inner emblem) to gain +1 Priest. / [Aligned with Nemesis] Lose -1 ICON(dark crossed glyph).,,,medium,"Amounts 3/1 and badges clear ('Aligned with Nemesis'). Two small pictograms unresolved: the '+1' gain glyph (dark round, pale mark) and the loss glyph (bold crossed shape, kept as ICON). Disc 16, code EB2704."
c5:10326,c5,10326,,ABANDONED MINE,resource-plus,partial,Orichalcum Chunk ×4,Orichalcum Chunk×4,,[Allied] Ignore ICON(dark round glyph with a pale inner emblem). / [Denounced-] Gain +1 ICON(dark round glyph with a pale inner emblem).,,,medium,"Badges 'Allied' and 'Denounced-' (trailing hyphen) clear; amount 4 clear. Both pictograms are the same small dark glyph with a pale inner emblem, no printed name. Disc 18, code EB2703."
c5:10327,c5,10327,,AETHER FISSURE,resource-plus,partial,Liquid Aether ×3,Liquid Aether×3,,[Allied] Ignore ICON(dark round glyph with a pale inner emblem). / [Denounced-] Gain +1 ICON(dark round glyph with a pale inner emblem).,,,medium,"Wording identical to c5:10326 with 3 Liquid Aether; badges 'Allied' and 'Denounced-' clear. The Ignore/gain pictogram is a small dark glyph with a pale emblem, unnamed. Disc 15, code EB2702."
c5:10328,c5,10328,,DECREPIT OUTPOST,resource-plus,partial,Atlantean Tekne ×4,Atlantean Tekne×4,,[Denounced-] Gain +3 Λ as a group.,,,medium,"Wording/numbers clear; digit 3 matched against a known 3. Glyph after '+3' is shape-identical to the Λ stat glyph (c5:10302) so read as Λ; may be a resource pictogram. Disc 17, EB2701."
c5:10329,c5,10329,,ABANDONED LISTENING POST,resource-plus,partial,Atlantean Tekne ×3,Atlantean Tekne×3,,[Allied] Gain +1 ICON(dark glyph with a wide crossbar and tapering stem). / [Aligned with Nemesis] Lose -1 Titan.,,,medium,"All words/badges/digits clear ('Allied', 'Aligned with Nemesis', '-1 Titan.'). The '+1' target is an unnamed dark pictogram (wide crossbar over a tapering body). Disc 14, code EB2700."
c5:10330,c5,10330,,ATLANTEAN EXTRACTION SUPREME,resource-plus,partial,Orichalcum Chunk ×2,Orichalcum Chunk×2,,[Denounced-] Gain +3 Ψ as a group.,,,high,"Wording, badge 'Denounced-' and amounts clear; the '+3' glyph is the psi-like U-with-stem symbol printed on the sibling cards EB2693/EB2692, kept as Ψ. Disc 7, code EB2699."
c5:10331,c5,10331,,ABANDONED PROCESSING PLANT,resource-plus,partial,Orichalcum Chunk ×3,Orichalcum Chunk×3,,[Allied] Gain +1 ICON(dark round glyph with a pale inner emblem). / [Denounced-] Gain +1 ICON(dark pointed glyph with a tapering tail).,,,medium,"All words, badges ('Allied', 'Denounced-') and '+1' amounts clear. Both targets are unnamed pictograms: a dark disc with a pale emblem (as on c5:10332/10333) and a pointed glyph. Disc 12, EB2698."
c5:10332,c5,10332,,RESEARCH SUPREME WRECK,resource-plus,partial,Atlantean Tekne ×2；Allied（+2 或更好） → Atlantean Tekne ×3,Atlantean Tekne×2,[Allied]Atlantean Tekne×3（替换）,[Aligned with Nemesis] Lose -1 ICON(dark round glyph with a pale inner emblem).,,,medium,"Wording/numbers and both badges clear; divider splits base 2 from the Allied 'instead' branch of 3. The loss target after '-1' is an unnamed dark disc glyph with a pale emblem. Disc 13, code EB2697."
c5:10333,c5,10333,,AETHER FISSURE,resource-plus,partial,Liquid Aether ×3；Allied（+2 或更好） → Liquid Aether ×4,Liquid Aether×3,[Allied]Liquid Aether×4（替换）,[Aligned with Nemesis] Lose -1 ICON(dark round glyph with a pale inner emblem).,,,medium,"Wording/numbers and both badges clear; base 3 replaced by Allied 4. Loss target is the same unnamed dark disc glyph with a pale emblem as c5:10332. Disc 11, code EB2696."
c5:10334,c5,10334,,ABANDONED LISTENING POST,resource-plus,partial,Atlantean Tekne ×3,Atlantean Tekne×3,,[Denounced-] Gain +1 ICON(dark glyph with two bars above a tapering body). / [Aligned with Nemesis] Gain +2 ICON(dark rounded glyph tapering to a point).,,,medium,"All words, badges ('Denounced-', 'Aligned with Nemesis') and '+1'/'+2' amounts clear. Both targets are distinct unnamed dark pictograms (no printed name). Disc 10, EB2695."
c5:10335,c5,10335,,TITAN,none,none,,,,Gain +1 Titan. / [Friendly+] Gain +1 Ω as a group.,,,high,"No Chinese title. Second gain uses an omega glyph (Ω) as printed, conditioned on Friendly+, with 'as a group'."
c5:10336,c5,10336,,ATLANTEAN EXTRACTION SUPREME,resource-plus,partial,Orichalcum Chunk ×2,Orichalcum Chunk×2,,[Denounced-] Gain +3 Ψ as a group.,,,high,"No Chinese title. Second gain uses a psi glyph (Ψ) as printed, conditioned on Denounced-."
c5:10337,c5,10337,,ATLANTEAN EXTRACTION SUPREME,resource-plus,partial,Orichalcum Chunk ×2,Orichalcum Chunk×2,,[Denounced-] Gain +3 Ψ as a group.,,,high,No Chinese title. Identical rules text to EB2693; corner numeral 3. Psi glyph (Ψ) as printed.
c5:10338,c5,10338,,DEPLETED MINE,resource-only,full,Orichalcum Chunk ×1；Friendly+（+1 或更好） → Orichalcum Chunk ×2,Orichalcum Chunk×1,[Friendly+]Orichalcum Chunk×2（替换）,,,,high,No Chinese title. Replacement branch below the divider is badge-conditioned on Friendly+.
c5:10339,c5,10339,,DEPLETED MINE,resource-only,full,Orichalcum Chunk ×1；Friendly+（+1 或更好） → Orichalcum Chunk ×2,Orichalcum Chunk×1,[Friendly+]Orichalcum Chunk×2（替换）,,,,high,No Chinese title. Identical rules text to EB2691; corner numeral 6.
c5:10340,c5,10340,,ACTIVE VENT,resource-only,full,Liquid Aether ×2；Denounced-（-2 或更差） → Liquid Aether ×1,Liquid Aether×2,[Denounced-]Liquid Aether×1（替换）,,,,high,No Chinese title. Replacement branch below the divider is badge-conditioned on Denounced-.
c5:10341,c5,10341,,DORMANT VENT,resource-only,full,Liquid Aether ×1；Friendly+（+1 或更好） → Liquid Aether ×2,Liquid Aether×1,[Friendly+]Liquid Aether×2（替换）,,,,high,No Chinese title. Replacement branch below the divider is badge-conditioned on Friendly+.
c5:10342,c5,10342,,SPATIAL ANOMALY,none,none,（未识别）Promised Futures Carcass ×2,,,[Denounced] Gain +3 A as a group.,未在 c5 记录表资源表里找到：Promised Futures Carcass,,high,"Badge 'Denounced' clear. Bold glyph after '+3' read as A (crossbar faint; could be lambda - kept per c3:13509 'A' reading). Disc 23, code EB2687."
